fid,alignment,distance,angle,elev_1,quatbase_1,overburden_m,fid_2,ID,SYMBOL,EINHEIT,GRUPPE,SUBGRUPPE,LITHO_SYMB,LITHOLOGIE,LITHOLOG_1,SYSTEM,SERIE1,SUBSERIE1,STUFE1,SUBSTUFE1,SERIE2,SUBSERIE2,STUFE2,SUBSTUFE2,BEARBEITUN,AENDERUNGS,AKTUALISIE,GE_NR,Shape_Leng,Shape_Area
"417",alignment,3810,179.574544110743,290.440002441406,281.883911132813,8.55609130859375,"14","21410",dvflq,Fleuth-Schichten (quadrigeminum-Schichten),"-","-",Tst-Ust+Sst,Tonstein bis Schluffstein und Sandstein,"Tonstein bis Schluffstein und Sandstein; untergeordnet Kalkstein",Devon,Mitteldevon,"-",Givetium,"-","-","-","-","-",2019/07/24,2020/08/04,2021/02/26,"502000",3057.30825077,124152.963403
"418",alignment,3820,179.574544110743,289.739990234375,281.461517333984,8.27847290039063,"14","21410",dvflq,Fleuth-Schichten (quadrigeminum-Schichten),"-","-",Tst-Ust+Sst,Tonstein bis Schluffstein und Sandstein,"Tonstein bis Schluffstein und Sandstein; untergeordnet Kalkstein",Devon,Mitteldevon,"-",Givetium,"-","-","-","-","-",2019/07/24,2020/08/04,2021/02/26,"502000",3057.30825077,124152.963403
"419",alignment,3830,179.574544110743,289.260009765625,280.833221435547,8.42678833007813,"14","21410",dvflq,Fleuth-Schichten (quadrigeminum-Schichten),"-","-",Tst-Ust+Sst,Tonstein bis Schluffstein und Sandstein,"Tonstein bis Schluffstein und Sandstein; untergeordnet Kalkstein",Devon,Mitteldevon,"-",Givetium,"-","-","-","-","-",2019/07/24,2020/08/04,2021/02/26,"502000",3057.30825077,124152.963403
"420",alignment,3840,179.574544110743,288.119995117188,281.475006103516,6.64498901367188,"14","21410",dvflq,Fleuth-Schichten (quadrigeminum-Schichten),"-","-",Tst-Ust+Sst,Tonstein bis Schluffstein und Sandstein,"Tonstein bis Schluffstein und Sandstein; untergeordnet Kalkstein",Devon,Mitteldevon,"-",Givetium,"-","-","-","-","-",2019/07/24,2020/08/04,2021/02/26,"502000",3057.30825077,124152.963403
"421",alignment,3850,179.574544110743,285.170013427734,282.221069335938,2.94894409179688,"14","21410",dvflq,Fleuth-Schichten (quadrigeminum-Schichten),"-","-",Tst-Ust+Sst,Tonstein bis Schluffstein und Sandstein,"Tonstein bis Schluffstein und Sandstein; untergeordnet Kalkstein",Devon,Mitteldevon,"-",Givetium,"-","-","-","-","-",2019/07/24,2020/08/04,2021/02/26,"502000",3057.30825077,124152.963403
"422",alignment,3860,179.574544110743,283.700012207031,283.551055908203,0.148956298828125,"14","21410",dvflq,Fleuth-Schichten (quadrigeminum-Schichten),"-","-",Tst-Ust+Sst,Tonstein bis Schluffstein und Sandstein,"Tonstein bis Schluffstein und Sandstein; untergeordnet Kalkstein",Devon,Mitteldevon,"-",Givetium,"-","-","-","-","-",2019/07/24,2020/08/04,2021/02/26,"502000",3057.30825077,124152.963403
"423",alignment,3720,179.574544110743,272.859985351563,281.107879638672,-8.24789428710938,"15","21400",dvfrmk,Massenkalk (ungegliedert),"-","-",Kst+Dst,Kalkstein und Dolomitstein,Kalkstein und Dolomitstein,Devon,Mitteldevon,"-",Givetium,"-",Oberdevon,"-",Frasnium,"-",2019/07/24,2020/08/04,2021/02/26,"469000",2381.39083884,124422.93386
"424",alignment,3730,179.574544110743,274,281.435180664063,-7.4351806640625,"15","21400",dvfrmk,Massenkalk (ungegliedert),"-","-",Kst+Dst,Kalkstein und Dolomitstein,Kalkstein und Dolomitstein,Devon,Mitteldevon,"-",Givetium,"-",Oberdevon,"-",Frasnium,"-",2019/07/24,2020/08/04,2021/02/26,"469000",2381.39083884,124422.93386
"425",alignment,3740,179.574544110743,273.890014648438,281.737670898438,-7.84765625,"15","21400",dvfrmk,Massenkalk (ungegliedert),"-","-",Kst+Dst,Kalkstein und Dolomitstein,Kalkstein und Dolomitstein,Devon,Mitteldevon,"-",Givetium,"-",Oberdevon,"-",Frasnium,"-",2019/07/24,2020/08/04,2021/02/26,"469000",2381.39083884,124422.93386
"426",alignment,3750,179.574544110743,276.130004882813,282.064971923828,-5.93496704101563,"15","21400",dvfrmk,Massenkalk (ungegliedert),"-","-",Kst+Dst,Kalkstein und Dolomitstein,Kalkstein und Dolomitstein,Devon,Mitteldevon,"-",Givetium,"-",Oberdevon,"-",Frasnium,"-",2019/07/24,2020/08/04,2021/02/26,"469000",2381.39083884,124422.93386
"427",alignment,3760,179.574544110743,288.959991455078,282.392272949219,6.56771850585938,"15","21400",dvfrmk,Massenkalk (ungegliedert),"-","-",Kst+Dst,Kalkstein und Dolomitstein,Kalkstein und Dolomitstein,Devon,Mitteldevon,"-",Givetium,"-",Oberdevon,"-",Frasnium,"-",2019/07/24,2020/08/04,2021/02/26,"469000",2381.39083884,124422.93386
"428",alignment,3770,179.574544110743,290.820007324219,282.719604492188,8.10040283203125,"15","21400",dvfrmk,Massenkalk (ungegliedert),"-","-",Kst+Dst,Kalkstein und Dolomitstein,Kalkstein und Dolomitstein,Devon,Mitteldevon,"-",Givetium,"-",Oberdevon,"-",Frasnium,"-",2019/07/24,2020/08/04,2021/02/26,"469000",2381.39083884,124422.93386
"429",alignment,3780,179.574544110743,290.790008544922,283.046905517578,7.74310302734375,"15","21400",dvfrmk,Massenkalk (ungegliedert),"-","-",Kst+Dst,Kalkstein und Dolomitstein,Kalkstein und Dolomitstein,Devon,Mitteldevon,"-",Givetium,"-",Oberdevon,"-",Frasnium,"-",2019/07/24,2020/08/04,2021/02/26,"469000",2381.39083884,124422.93386
