fid,alignment,distance,angle,elev_1,quatbase_1,overburden_m,fid_2,ID,SYMBOL,EINHEIT,GRUPPE,SUBGRUPPE,LITHO_SYMB,LITHOLOGIE,LITHOLOG_1,SYSTEM,SERIE1,SUBSERIE1,STUFE1,SUBSTUFE1,SERIE2,SUBSERIE2,STUFE2,SUBSTUFE2,BEARBEITUN,AENDERUNGS,AKTUALISIE,GE_NR,Shape_Leng,Shape_Area
"62",alignment,720,179.574544110743,259.440002441406,253.644241333008,5.79576110839844,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"63",alignment,730,179.574544110743,260.529998779297,254.468994140625,6.06100463867188,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"64",alignment,740,179.574544110743,261.720001220703,255.293762207031,6.42623901367188,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"65",alignment,750,179.574544110743,261.600006103516,256.118530273438,5.48147583007813,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"66",alignment,760,179.574544110743,261.559997558594,256.943267822266,4.61672973632813,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"67",alignment,770,179.574544110743,261.429992675781,257.768035888672,3.66195678710938,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"68",alignment,780,179.574544110743,261.839996337891,258.586029052734,3.25396728515625,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"69",alignment,790,179.574544110743,262.040008544922,259.278930664063,2.76107788085938,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"70",alignment,800,179.574544110743,261.959991455078,259.754669189453,2.205322265625,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"71",alignment,810,179.574544110743,262.239990234375,260,2.239990234375,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"72",alignment,820,179.574544110743,262.25,259.546356201172,2.70364379882813,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"73",alignment,830,179.574544110743,262.269989013672,258.663421630859,3.6065673828125,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"74",alignment,840,179.574544110743,262.209991455078,257.780456542969,4.42953491210938,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"75",alignment,850,179.574544110743,262.170013427734,257.015319824219,5.15469360351563,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"76",alignment,860,179.574544110743,262.079986572266,256.279571533203,5.8004150390625,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"77",alignment,870,179.574544110743,264.279998779297,255.448059082031,8.83193969726563,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"78",alignment,880,179.574544110743,262.760009765625,254.616546630859,8.14346313476563,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"79",alignment,890,179.574544110743,262.600006103516,253.785034179688,8.81497192382813,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"80",alignment,900,179.574544110743,262.320007324219,252.953536987305,9.36647033691406,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"81",alignment,910,179.574544110743,262.079986572266,252.122024536133,9.95796203613281,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"82",alignment,920,179.574544110743,262.019989013672,251.24592590332,10.7740631103516,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"83",alignment,930,179.574544110743,261.959991455078,250.739013671875,11.2209777832031,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"84",alignment,940,179.574544110743,261.730010986328,250.458099365234,11.2719116210938,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"85",alignment,950,179.574544110743,261.489990234375,250.177185058594,11.3128051757813,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"86",alignment,960,179.574544110743,261.359985351563,249.896270751953,11.4637145996094,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"87",alignment,970,179.574544110743,261.25,249.615356445313,11.6346435546875,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"88",alignment,980,179.574544110743,261.089996337891,249.051651000977,12.0383453369141,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"89",alignment,990,179.574544110743,260.880004882813,248.406112670898,12.4738922119141,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"90",alignment,1000,179.574544110743,260.720001220703,247.76057434082,12.9594268798828,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"91",alignment,1010,179.574544110743,260.640014648438,247.115036010742,13.5249786376953,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"92",alignment,1020,179.574544110743,260.660003662109,246.469497680664,14.1905059814453,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"93",alignment,1030,179.574544110743,260.760009765625,246.621490478516,14.1385192871094,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"94",alignment,1040,179.574544110743,260.140014648438,246.811935424805,13.3280792236328,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"95",alignment,1050,179.574544110743,258.649993896484,246.848175048828,11.8018188476563,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"96",alignment,1060,179.574544110743,258.029998779297,247.038619995117,10.9913787841797,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"97",alignment,1070,179.574544110743,257.329986572266,246.674224853516,10.65576171875,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"98",alignment,1080,179.574544110743,256.290008544922,246.12336730957,10.1666412353516,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"99",alignment,1090,179.574544110743,255.25,245.580673217773,9.66932678222656,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"100",alignment,1100,179.574544110743,254.419998168945,245.038314819336,9.38168334960938,"4","9097",ctmk,"Hastière-Formation, Pont d´Arcole-Formation und Vesdre-Formation (Mittlerer Kohlenkalk)",Kohlenkalk-Gruppe,"-",Dst,Dolomitstein,Dolomitstein,Karbon,Dinantium (Unterkarbon),"-",Tournaisium,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"429300",30707.2255026,3746432.23328
"101",alignment,0,179.574544110743,236.339996337891,223.946395874023,12.3936004638672,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"102",alignment,10,179.574544110743,236.880004882813,224.382141113281,12.4978637695313,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"103",alignment,20,179.574544110743,237.369995117188,224.817886352539,12.5521087646484,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"104",alignment,30,179.574544110743,239.860000610352,225.253616333008,14.6063842773438,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"105",alignment,40,179.574544110743,246.220001220703,225.689346313477,20.5306549072266,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"106",alignment,50,179.574544110743,249.880004882813,226.125091552734,23.7549133300781,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"107",alignment,60,179.574544110743,250.320007324219,226.560836791992,23.7591705322266,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"108",alignment,70,179.574544110743,250.529998779297,226.996566772461,23.5334320068359,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"109",alignment,80,179.574544110743,250.5,227.432312011719,23.0676879882813,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"110",alignment,90,179.574544110743,250.5,227.868057250977,22.6319427490234,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"111",alignment,100,179.574544110743,250.699996948242,228.303787231445,22.3962097167969,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"112",alignment,110,179.574544110743,250.960006713867,228.689590454102,22.2704162597656,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"113",alignment,120,179.574544110743,251.270004272461,229.125335693359,22.1446685791016,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"114",alignment,130,179.574544110743,251.539993286133,229.561065673828,21.9789276123047,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"115",alignment,140,179.574544110743,251.710006713867,229.996795654297,21.7132110595703,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"116",alignment,150,179.574544110743,251.679992675781,230.432540893555,21.2474517822266,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"117",alignment,160,179.574544110743,251.309997558594,230.868286132813,20.4417114257813,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"118",alignment,170,179.574544110743,250.630004882813,231.304016113281,19.3259887695313,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"119",alignment,180,179.574544110743,248.949996948242,231.739761352539,17.2102355957031,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"120",alignment,190,179.574544110743,247.470001220703,232.175506591797,15.2944946289063,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"121",alignment,200,179.574544110743,246.830001831055,232.611236572266,14.2187652587891,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"122",alignment,210,179.574544110743,246.800003051758,233.046966552734,13.7530364990234,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"123",alignment,220,179.574544110743,246.100006103516,233.482711791992,12.6172943115234,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"124",alignment,230,179.574544110743,246.160003662109,233.91845703125,12.2415466308594,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
"125",alignment,240,179.574544110743,246.039993286133,234.304244995117,11.7357482910156,"6","9096",cvtene,Terwagne-Formation und Neffe-Formation (Oberer Kohlenkalk),Kohlenkalk-Gruppe,"-",Kst,Kalkstein,"Kalkstein; vereinzelt Tonstein",Karbon,Dinantium (Unterkarbon),"-",Viseum,"-","-","-","-","-",2010/07/29,2020/08/04,2021/02/26,"422000",12808.8439211,1757490.31542
